Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
RLH,Red Lion Hotels Corporation,2.28,$57.78M,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/rlh
RLI,RLI Corp.,90.99,$4.09B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,7.77,$1.28B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rlj
RM,Regional Management Corp.,15.56,$173.95M,2012,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/rm
RMAX,"RE/MAX Holdings, Inc.",33.34,$1.02B,2013,Finance,Real Estate,https://old.nasdaq.com/symbol/rmax
RMD,ResMed Inc.,205.63,$29.75B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rmd
RMED,"Ra Medical Systems, Inc.",0.3822,$13.23M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rmed
RMG,RMG Acquisition Corp.,10.26,$294.98M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/rmg
RMG.U,RMG Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/rmg.u
RMG.WS,RMG Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rmg.ws
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",21.12,$134.6M,2018,n/a,n/a,https://old.nasdaq.com/symbol/rmi
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",17.46,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/rmm
RMT,"Royce Micro-Cap Trust, Inc.",7.53,$321.3M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rmt
RNG,"Ringcentral, Inc.",277.82,$24.42B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/rng
RNGR,"Ranger Energy Services, Inc.",2.96,$45.42M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/rngr
RNP,"Cohen & Steers REIT and Preferred and Income Fund,",19.2,$913.58M,2003,n/a,n/a,https://old.nasdaq.com/symbol/rnp
RNR,RenaissanceRe Holdings Ltd.,177.19,$9B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rnr
ROG,Rogers Corporation,132.96,$2.48B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/rog
ROK,"Rockwell Automation, Inc.",229,$26.52B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rok
ROL,"Rollins, Inc.",49.28,$16.15B,n/a,Finance,Diversified Commercial Services,https://old.nasdaq.com/symbol/rol
ROP,"Roper Technologies, Inc.",420.7,$43.92B,1992,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rop
ROYT,Pacific Coast Oil Trust,0.3587,$13.84M,2012,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/royt
RPAI,"Retail Properties of America, Inc.",6.06,$1.3B,2012,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rpai
RPLA,Replay Acquisition Corp.,10.3,$370.16M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/rpla
RPLA.U,Replay Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/rpla.u
RPLA.WS,Replay Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rpla.ws
RPM,RPM International Inc.,80.92,$10.48B,n/a,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/rpm
RPT,RPT Realty,6.04,$486.74M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rpt
RQI,Cohen & Steers Quality Income Realty Fund Inc.,10.64,$1.43B,2002,n/a,n/a,https://old.nasdaq.com/symbol/rqi
RRC,Range Resources Corporation,5.98,$1.53B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rrc
RRD,R.R. Donnelley & Sons Company,1.24,$88.41M,n/a,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/rrd
RS,Reliance Steel & Aluminum Co.,103.46,$6.59B,1994,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/rs
RSF,RiverNorth Specialty Finance Corporation,14.9352,$91.59M,2019,n/a,n/a,https://old.nasdaq.com/symbol/rsf
RSG,"Republic Services, Inc.",85.05,$27.07B,1998,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/rsg
RST,Rosetta Stone,25.72,$632.1M,2009,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/rst
RTX,Raytheon Technologies Corporation,61.09,$92.56B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/rtx
RVI,Retail Value Inc.,12.05,$238.78M,2018,Finance,Real Estate,https://old.nasdaq.com/symbol/rvi
RVLV,"Revolve Group, Inc.",15.75,$1.09B,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/rvlv
RVT,"Royce Value Trust, Inc.",13.11,$1.31B,1986,n/a,n/a,https://old.nasdaq.com/symbol/rvt
RWT,"Redwood Trust, Inc.",6.81,$781.99M,1995,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rwt
RXN,Rexnord Corporation,30.61,$3.68B,2012,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rxn
RY,Royal Bank Of Canada,69.85,$99.4B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ry
RYAM,Rayonier Advanced Materials Inc.,3.16,$199.87M,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ryam
RYB,"RYB Education, Inc.",3.05,$84.14M,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ryb
RYCE,Amira Nature Foods Ltd,9.25,$18.67M,2012,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ryce
RYI,Ryerson Holding Corporation,5.95,$226.8M,2014,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/ryi
RYN,Rayonier Inc.,28.7,$3.92B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ryn
RZA,"Reinsurance Group of America, Incorporated",26.5,n/a,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/rza
RZB,"Reinsurance Group of America, Incorporated",26.43,n/a,2016,Finance,Life Insurance,https://old.nasdaq.com/symbol/rzb
SA,"Seabridge Gold, Inc.",20.33,$1.34B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/sa
SAF,Saratoga Investment Corp,24.325,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/saf
SAFE,Safehold Inc.,48.19,$2.46B,2017,Consumer Services,Real Estate,https://old.nasdaq.com/symbol/safe
SAH,"Sonic Automotive, Inc.",41.51,$1.78B,1997,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/sah
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,77.84,$4.52B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/saic
SAIL,"SailPoint Technologies Holdings, Inc.",31.25,$2.8B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sail
SAK,Saratoga Investment Corp,25.29,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/sak
SALT,Scorpio Bulkers Inc.,14.13,$169.03M,2013,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/salt
SAM,"Boston Beer Company, Inc. (The)",814.19,$9.94B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/sam
SAN,"Banco Santander, S.A.",2.4,$39.86B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/san
SAND          ,Sandstorm Gold Ltd,10.54,$2B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/sand
SAP,SAP SE,164.87,$196.8B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sap
SAR,Saratoga Investment Corp,16.97,$190.36M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sar
SAVE,"Spirit Airlines, Inc.",16.15,$1.43B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/save
SB,"Safe Bulkers, Inc",1.17,$119.48M,2008,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sb
SBBA,Scorpio Tankers Inc.,22.63,n/a,2020,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sbba
SBE,Switchback Energy Acquisition Corporation,10.3,$404.43M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/sbe
SBE.U,Switchback Energy Acquisition Corporation,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/sbe.u
SBE.WS,Switchback Energy Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sbe.ws
SBH,"Sally Beauty Holdings, Inc.",13.15,$1.48B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sbh
SBI,Western Asset Intermediate Muni Fund Inc,8.83,$124.35M,1992,n/a,n/a,https://old.nasdaq.com/symbol/sbi
SBOW,"SilverBow Resorces, Inc.",3.91,$46.48M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sbow
SBR,Sabine Royalty Trust,29.89,$435.78M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sbr
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,11.73,$8.02B,2002,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sbs
SBSW,Sibayne Gold Limited,12.4,$8.29B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sbsw
SC,Santander Consumer USA Holdings Inc.,17.88,$5.68B,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sc
SCA,Stellus Capital Investment Corporation,23.075,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sca
SCCO,Southern Copper Corporation,46.07,$35.61B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/scco
SCD,LMP Capital and Income Fund Inc.,10.13,$182.17M,2004,n/a,n/a,https://old.nasdaq.com/symbol/scd
SCHW,The Charles Schwab Corporation,33.84,$43.57B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/schw
SCI,Service Corporation International,38.41,$6.84B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/sci
SCL,Stepan Company,109.09,$2.45B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/scl
SCM,Stellus Capital Investment Corporation,7.31,$142.36M,2012,n/a,n/a,https://old.nasdaq.com/symbol/scm
SCPE,SC Health Corporation,10.19,$232.46M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/scpe
SCPE.U,SC Health Corporation,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/scpe.u
SCPE.WS,SC Health Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/scpe.ws
SCS,Steelcase Inc.,10.93,$1.25B,1998,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/scs
SCU,"Sculptor Capital Management, Inc.",13.48,$740.1M,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/scu
SCVX,SCVX Corp.,10.4,$299M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/scvx
SCVX.U,SCVX Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/scvx.u
SCVX.WS,SCVX Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/scvx.ws
SCX,L.S. Starrett Company (The),3.28,$22.86M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/scx
SD,"SandRidge Energy, Inc.",1.32,$47.23M,2016,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sd
SE,Sea Limited,114.18,$54B,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/se
SEAS,"SeaWorld Entertainment, Inc.",15.69,$1.23B,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/seas
SEE,Sealed Air Corporation,36.96,$5.75B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/see
SEM,Select Medical Holdings Corporation,16.67,$2.23B,2009,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/sem
SERV,"ServiceMaster Global Holdings, Inc.",38.14,$5.03B,2014,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/serv
SF,Stifel Financial Corporation,48.33,$3.31B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf
SFB,Stifel Financial Corporation,26.73,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sfb
SFE,"Safeguard Scientifics, Inc.",6.15,$127.14M,n/a,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/sfe
SFL,SFL Corporation Ltd,8.4,$1B,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sfl
SFTW,Osprey Technology Acquisition Corp.,10.31,$407.57M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/sftw
SFTW.U,Osprey Technology Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/sftw.u
SFTW.WS,Osprey Technology Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sftw.ws
SFUN,Fang Holdings Limited,11.56,$103.74M,2010,Technology,EDP Services,https://old.nasdaq.com/symbol/sfun
SGU,"Star Group, L.P.",9.01,$407.23M,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sgu
SHAK,"Shake Shack, Inc.",50.72,$2.09B,2015,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/shak
SHG,Shinhan Financial Group Co Ltd,25.25,$12.05B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/shg
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",22.37,$2.42B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/shi
SHLL,Tortoise Acquisition Corp.,19,$553.4M,2019,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/shll
SHLL.U,Tortoise Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/shll.u
SHLL.WS,Tortoise Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/shll.ws
SHLX,"Shell Midstream Partners, L.P.",11.93,$4.69B,2014,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/shlx
SHO,"Sunstone Hotel Investors, Inc.",7.3,$1.57B,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/sho
SHOP,Shopify Inc.,976.39,$116.57B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/shop
SHW,Sherwin-Williams Company (The),625.52,$56.8B,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/shw
SI,Silvergate Capital Corporation,14.15,$264.15M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/si
SID,National Steel Company,2.33,$3.22B,n/a,Capital Goods,Steel/Iron Ore,https://old.nasdaq.com/symbol/sid
SIG,Signet Jewelers Limited,11.52,$602.76M,n/a,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/sig
SII,Sprott Inc.,41.21,$1.04B,2020,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sii
SITC,SITE Centers Corp.,7.03,$1.36B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sitc
SITE,"SiteOne Landscape Supply, Inc.",125.25,$5.25B,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,19.49,$1.65B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/six
SJI,"South Jersey Industries, Inc.",23.34,$2.16B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sji
SJIJ,"South Jersey Industries, Inc.",25.46,n/a,2019,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjij
SJIU,"South Jersey Industries, Inc.",39.12,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjiu
SJM,J.M. Smucker Company (The),108.87,$12.42B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/sjm
SJR,Shaw Communications Inc.,17.9,$9.18B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/sjr
SJT,San Juan Basin Royalty Trust,2.19,$102.07M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sjt
SJW,SJW Group,64.14,$1.83B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",19.32,$12.73B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/skm
SKT,"Tanger Factory Outlet Centers, Inc.",6.64,$620.61M,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/skt
SKX,"Skechers U.S.A., Inc.",29.38,$4.63B,1999,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/skx
SKY,Skyline Champion Corporation,27.04,$1.53B,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/sky
SLB,Schlumberger N.V.,19.68,$27.31B,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/slb
SLCA,"U.S. Silica Holdings, Inc.",3.56,$262.75M,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/slca
SLF,Sun Life Financial Inc.,40.07,$23.43B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/slf
SLG,SL Green Realty Corp,46.87,$3.45B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/slg
SLQT,"SelectQuote, Inc.",19.76,$3.2B,2020,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/slqt
SM,SM Energy Company,3.53,$398.85M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sm
SMAR,Smartsheet Inc.,47.63,$5.7B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/smar
SMFG,Sumitomo Mitsui Financial Group Inc,5.67,$38.83B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/smfg
SMG,Scotts Miracle-Gro Company (The),148.4,$8.24B,1992,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/smg
SMHI,SEACOR Marine Holdings Inc.,2.53,$58.44M,2017,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/smhi
SMLP,"Summit Midstream Partners, LP",0.868,$82.08M,2012,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/smlp
SMM,Salient Midstream & MLP Fund,3.9,$69.12M,2012,n/a,n/a,https://old.nasdaq.com/symbol/smm
SMP,"Standard Motor Products, Inc.",39.5,$881.37M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/smp
SNA,Snap-On Incorporated,145.61,$7.91B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sna
SNAP,Snap Inc.,22.84,$33.56B,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/snap
SNDR,"Schneider National, Inc.",25.07,$4.44B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/sndr
SNE,Sony Corp Ord,78.53,$95.82B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/sne
SNN,"Smith & Nephew SNATS, Inc.",41.24,$18.05B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/snn
SNP,China Petroleum & Chemical Corporation,45.06,$54.55B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/snp
SNR,New Senior Investment Group Inc.,3.39,$280.96M,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/snr
SNV,Synovus Financial Corp.,20.29,$2.99B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/snv
SNX,Synnex Corporation,124.02,$6.39B,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/snx
SO,Southern Company (The),54.26,$57.3B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/so
SOAC,Sustainable Opportunities Acquisition Corp.,10.14,$87.46M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/soac
SOAC.U,Sustainable Opportunities Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/soac.u
SOAC.WS,Sustainable Opportunities Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/soac.ws
SOGO,Sogou Inc.,8.51,$3.31B,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/sogo
SOI,"Solaris Oilfield Infrastructure, Inc.",7.84,$355.03M,2017,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/soi
SOJA,Southern Company (The),25.64,n/a,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/soja
SOJB,Southern Company (The),26.1742,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojb
SOJC,Southern Company (The),26.83,n/a,2017,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojc
SOJD,Southern Company (The),26.18,n/a,2020,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojd
SOL,Renesola Ltd.,1.7,$81.74M,2008,Technology,Semiconductors,https://old.nasdaq.com/symbol/sol
SOLN,Southern Company (The),46.68,n/a,2019,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/soln
SON,Sonoco Products Company,53.74,$5.39B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/son
SOR,"Source Capital, Inc.",35.91,$304.39M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sor
SOS,SOS Limited,2.06,$27.9M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sos
SPAQ,Spartan Energy Acquisition Corp,13.45,$928.05M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/spaq
SPAQ.U,Spartan Energy Acquisition Corp,n/a,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/spaq.u
SPAQ.WS,Spartan Energy Acquisition Corp,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spaq.ws
SPB           ,"Spectrum Brands Holdings, Inc.",49.38,$2.13B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spb
SPCE,"Virgin Galactic Holdings, Inc.",24.92,$5.24B,2017,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/spce
SPE,Special Opportunities Fund Inc.,11.97,$101.76M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spe
SPG,"Simon Property Group, Inc.",61.96,$18.94B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/spg
SPGI,S&P Global Inc.,351.32,$84.63B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/spgi
SPH,"Suburban Propane Partners, L.P.",13.3,$826.35M,1996,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sph
SPLP,Steel Partners Holdings LP,4.82,$120.15M,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/splp
SPN,"Superior Energy Services, Inc.",1.07,$16.9M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/spn
SPOT,Spotify Technology S.A.,272.5,$50.67B,2018,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/spot
SPR,"Spirit Aerosystems Holdings, Inc.",21.4,$2.26B,2006,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/spr
SPXC,SPX Corporation,41.97,$1.87B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spxc
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,13.17,$226.42M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spxx
SQ,"Square, Inc.",125.75,$55.25B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sq
SQM,Sociedad Quimica y Minera S.A.,30.97,$8.15B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sqm
SQNS,Sequans Communications S.A.,7.11,$213M,2011,Technology,Semiconductors,https://old.nasdaq.com/symbol/sqns
SR,Spire Inc.,61.16,$3.13B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sr
SRC,"Spirit Realty Capital, Inc.",33.52,$3.45B,2013,Consumer Services,Building operators,https://old.nasdaq.com/symbol/src
SRE,Sempra Energy,122.98,$35.98B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/sre
SREA,Sempra Energy,26.7714,n/a,2019,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/srea
SRG,Seritage Growth Properties,9.45,$528.04M,2015,Finance,Real Estate,https://old.nasdaq.com/symbol/srg
SRI,"Stoneridge, Inc.",21.47,$579.54M,1997,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sri
SRL,Scully Royalty Ltd.,7.735,$97.11M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/srl
SRLP,Sprague Resources LP,18.16,$416.28M,2013,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/srlp
SRT,"StarTek, Inc.",4.75,$190.62M,1997,Technology,Professional Services,https://old.nasdaq.com/symbol/srt
SRV,Cushing MLP & Infrastructure Total Return Fund,17.9,$30.14M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/srv
SSD,"Simpson Manufacturing Company, Inc.",94.2,$4.09B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ssd
SSL,Sasol Ltd.,8.19,$5.18B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ssl
SSTK,"Shutterstock, Inc.",43.4,$1.55B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/sstk
ST,Sensata Technologies Holding plc,41.77,$6.56B,2010,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/st
STAG,"Stag Industrial, Inc.",31.51,$4.69B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stag
STAR          ,iStar Inc.,11.65,$897.74M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/star
STC,Stewart Information Services Corporation,42.27,$1B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/stc
STE,STERIS plc,157.69,$13.4B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ste
STG,Sunlands Technology Group,1.7637,$299.91M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/stg
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",22.56,$358.84M,2009,n/a,n/a,https://old.nasdaq.com/symbol/stk
STL,Sterling Bancorp,11.55,$2.25B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stl
STM,STMicroelectronics N.V.,30.87,$27.55B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/stm
STN,Stantec Inc,32.16,$3.58B,n/a,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/stn
